asset_id,asset_id_source,asset_code,ticket_id,ticket_number,current_repair_date,current_resolution_hours,asset_historical_median,asset_history_sample_size,baseline_source,baseline_history_type,baseline_confidence,verified_history_size,raw_history_size,pct_of_baseline,faster_percentage,previous_repair_date,days_since_previous_repair,recent_repeat_count_90d,resolver,cost,tenant_approved,mapping_confidence,severity,severity_level,verification_status,repair_timeline,explanation
40273ebc-52da-4130-82f8-a28b466d4adc,direct,VH-AC-B11-0003,9c6f1860-b99a-4590-a537-7b0051409a06,VIST-26-05-00097,2026-05-19 07:10:28.111,3.99,53.0,74,asset_type,Provisional,Medium,0,2,0.075,92.5,,,0,bd081ad6-5fe3-4c1d-a919-81b1055efa19,0.0,true,Verified,92.5,Critical,Verification Required,"20 May 2026 -> 548.5 hours
28 May 2026 -> 19.8 hours
Current -> 4.0 hours  [under review]","Resolved 92.5% faster than the Air Conditioner/AC Issues baseline (53.0 hours, n=74; this asset lacks enough own history). Verification recommended. (Provisional baseline from unverified history — will refine as the manager verifies repairs.)"
7a14979e-6e89-4006-9aa2-8705a2f07dfe,direct,VH-CO-C12-0006,2132b30e-45a1-4021-801e-c0772c7fcc4d,VISH-2026-0008,2026-04-03 10:32:19.327,4.33,51.51,16,issue_type,Provisional,Low,0,0,0.084,91.6,,,0,,,true,Verified,91.6,High,Verification Required,Current -> 4.3 hours  [under review],"Resolved 91.6% faster than the Other baseline (51.5 hours, n=16; this asset lacks enough own history). Verification recommended. (Provisional baseline from unverified history — will refine as the manager verifies repairs.)"
dc0331d7-c01e-4d7f-b191-15466d6712c9,direct,VH-CO-C21-0004,4dc2e07a-34a8-484e-af81-8347df1d0aef,VISH-2026-0004,2026-04-03 09:58:08.964,5.06,59.0,8,asset_type,Provisional,Medium,0,0,0.086,91.4,,,0,,,true,Verified,91.4,Critical,Verification Required,Current -> 5.1 hours  [under review],"Resolved 91.4% faster than the Cot (Bed Frame)/Furniture baseline (59.0 hours, n=8; this asset lacks enough own history). Verification recommended. (Provisional baseline from unverified history — will refine as the manager verifies repairs.)"
3622b8e4-8e8f-4264-a33e-ea56373f527d,direct,VH-RF-B33-0001,ac72e508-b892-459e-8fa3-0ed87a7ab484,VIST-26-07-00069,2026-07-22 11:05:09.022,3.67,39.85,3,issue_type,Provisional,Low,0,0,0.092,90.8,,,0,bd081ad6-5fe3-4c1d-a919-81b1055efa19,0.0,,Verified,90.8,High,Verification Required,Current -> 3.7 hours  [under review],"Resolved 90.8% faster than the Fridge Issues baseline (39.8 hours, n=3; this asset lacks enough own history). Verification recommended. (Provisional baseline from unverified history — will refine as the manager verifies repairs.)"
71701352-6d07-4b20-b6f7-7b70117dd5a3,direct,VH-AC-A41-0003,5e89f675-cd07-456b-89e4-d141040c2f0e,VIST-26-07-00052,2026-07-18 11:11:54.888,5.15,53.0,74,asset_type,Provisional,Medium,0,0,0.097,90.3,,,0,bd081ad6-5fe3-4c1d-a919-81b1055efa19,0.0,,Verified,90.3,Critical,Verification Required,Current -> 5.1 hours  [under review],"Resolved 90.3% faster than the Air Conditioner/AC Issues baseline (53.0 hours, n=74; this asset lacks enough own history). Verification recommended. (Provisional baseline from unverified history — will refine as the manager verifies repairs.)"
02f56e51-61b4-4122-8c93-d20ad256322d,direct,VH-WM-C11-0001,445453be-c171-4a6e-bda4-13f01b7ca1cd,VIST-26-07-00006,2026-07-02 07:14:18.328,2.89,24.34,18,asset_type,Provisional,Medium,0,0,0.119,88.1,,,0,bd081ad6-5fe3-4c1d-a919-81b1055efa19,0.0,true,Verified,88.1,High,Verification Required,Current -> 2.9 hours  [under review],"Resolved 88.1% faster than the Washing Machine/Washing machine Issue baseline (24.3 hours, n=18; this asset lacks enough own history). Verification recommended. (Provisional baseline from unverified history — will refine as the manager verifies repairs.)"
d9a2ce08-6abd-43c3-bbf2-33b0c187a3b5,mapped,VH-AC-C31-0003,fbb9b65c-9764-4f57-908b-cb419814fd61,VIST-26-05-00022,2026-05-04 10:07:55.533,7.46,53.0,74,asset_type,Provisional,Medium,0,1,0.141,85.9,,,0,bd081ad6-5fe3-4c1d-a919-81b1055efa19,0.0,true,High,85.9,High,Verification Required,"25 May 2026 -> 39.6 hours
Current -> 7.5 hours  [under review]","Resolved 85.9% faster than the Air Conditioner/AC Issues baseline (53.0 hours, n=74; this asset lacks enough own history). Verification recommended. (Provisional baseline from unverified history — will refine as the manager verifies repairs.)"
7c736843-8e67-42a0-ad37-46f0794f96a2,direct,VH-AC-A12-0001,5dbc9be1-a8a1-487f-84b3-2100742c5039,VIST-26-05-00110,2026-05-22 10:18:58.375,7.93,53.0,74,asset_type,Provisional,Medium,0,0,0.15,85.0,,,0,bd081ad6-5fe3-4c1d-a919-81b1055efa19,0.0,true,Verified,85.0,High,Verification Required,Current -> 7.9 hours  [under review],"Resolved 85.0% faster than the Air Conditioner/AC Issues baseline (53.0 hours, n=74; this asset lacks enough own history). Verification recommended. (Provisional baseline from unverified history — will refine as the manager verifies repairs.)"
5afb5cb0-85ac-4667-a503-73f76261a726,direct,VH-FN-D21-0001,f0affaee-a05c-4cd9-97b6-f6b895f55ad6,VIST-26-06-00030,2026-06-09 10:37:43.603,3.92,25.07,44,asset_type,Provisional,Medium,0,0,0.156,84.4,,,0,bd081ad6-5fe3-4c1d-a919-81b1055efa19,0.0,true,Verified,84.4,High,Verification Required,Current -> 3.9 hours  [under review],"Resolved 84.4% faster than the Fan/Electrical Issues baseline (25.1 hours, n=44; this asset lacks enough own history). Verification recommended. (Provisional baseline from unverified history — will refine as the manager verifies repairs.)"
656467e0-85ba-45b6-ac40-6fa5e71d0af6,direct,VH-CB-C43-0005,93875bf1-b143-40b3-b27a-84bb5f57ef44,VISH-2026-0022,2026-04-07 11:45:56.910,7.18,43.9,9,issue_type,Provisional,Low,0,1,0.163,83.7,,,0,,,true,Verified,83.7,High,Verification Required,"09 Apr 2026 -> 23.1 hours
Current -> 7.2 hours  [under review]","Resolved 83.7% faster than the Cleaning Issues baseline (43.9 hours, n=9; this asset lacks enough own history). Verification recommended. (Provisional baseline from unverified history — will refine as the manager verifies repairs.)"
1ed7ea1e-919f-4189-ac1c-92fbcc60760a,direct,VH-CB-A24-0006,47edf057-a884-4cb6-ae6e-5fbb26bcef22,VISH-2026-1106,2026-04-16 12:43:53.758,3.87,23.06,13,asset_type,Provisional,Medium,0,0,0.168,83.2,,,0,,,true,Verified,83.2,High,Verification Required,Current -> 3.9 hours  [under review],"Resolved 83.2% faster than the Cupboard/Furniture baseline (23.1 hours, n=13; this asset lacks enough own history). Verification recommended. (Provisional baseline from unverified history — will refine as the manager verifies repairs.)"
a53f936a-4736-41c6-9315-d946a3c071d0,direct,VH-FN-B24-0001,63d1eaff-e400-4032-a823-9494310f2bba,VIST-26-06-00117,2026-06-30 08:13:41.315,4.25,25.07,44,asset_type,Provisional,Medium,0,0,0.169,83.1,,,0,bd081ad6-5fe3-4c1d-a919-81b1055efa19,0.0,,Verified,83.1,High,Verification Required,Current -> 4.2 hours  [under review],"Resolved 83.1% faster than the Fan/Electrical Issues baseline (25.1 hours, n=44; this asset lacks enough own history). Verification recommended. (Provisional baseline from unverified history — will refine as the manager verifies repairs.)"
9d1e311a-cb0a-4ed0-a1a5-54bafa0ca837,mapped,VH-FN-A41-0003,fe68f9b2-11d4-4da9-8573-21a5fad9d663,VIST-26-04-00014,2026-04-22 07:35:45.998,5.59,25.07,44,asset_type,Provisional,Medium,0,1,0.223,77.7,2026-04-20 12:13:44.104,1.8,1,bd081ad6-5fe3-4c1d-a919-81b1055efa19,0.0,true,High,82.7,Medium,Verification Required,"20 Apr 2026 -> 7.3 hours
Current -> 5.6 hours  [under review]","Resolved 77.7% faster than the Fan/Electrical Issues baseline (25.1 hours, n=44; this asset lacks enough own history). Asset has been repaired 1 time in the last 90 days. Verification recommended. (Provisional baseline from unverified history — will refine as the manager verifies repairs.)"
8ac38fac-21c5-437c-b041-d35aa66d955d,direct,VH-WM-B42-0001,98d1b7f5-3d99-479d-85a5-0bed2c1b5252,VIST-26-05-00099,2026-05-19 12:44:52.226,4.27,24.34,18,asset_type,Provisional,Medium,0,0,0.175,82.5,,,0,bd081ad6-5fe3-4c1d-a919-81b1055efa19,0.0,true,Verified,82.5,High,Verification Required,Current -> 4.3 hours  [under review],"Resolved 82.5% faster than the Washing Machine/Washing machine Issue baseline (24.3 hours, n=18; this asset lacks enough own history). Verification recommended. (Provisional baseline from unverified history — will refine as the manager verifies repairs.)"
42a93c58-fb3e-4aaf-a63d-91102387a922,direct,VH-WH-C31-0003,84c4cb57-827f-49b5-a473-4bb6df134de6,VIST-26-06-00096,2026-06-27 07:32:44.453,7.49,38.95,10,asset_type,Provisional,Medium,0,0,0.192,80.8,,,0,,,,Verified,80.8,High,Verification Required,Current -> 7.5 hours  [under review],"Resolved 80.8% faster than the Water Heater/Toilet Issues baseline (38.9 hours, n=10; this asset lacks enough own history). Verification recommended. (Provisional baseline from unverified history — will refine as the manager verifies repairs.)"
97248d4f-b62a-4315-9915-18dee0224ade,direct,VH-FN-B14-0004,676634f4-5f63-4dd0-a41a-aa84ace516b2,VISH-2026-0035,2026-04-09 09:34:11.754,4.99,25.07,44,asset_type,Provisional,Medium,0,1,0.199,80.1,,,0,,,true,Verified,80.1,High,Verification Required,"16 Jun 2026 -> 26.1 hours
Current -> 5.0 hours  [under review]","Resolved 80.1% faster than the Fan/Electrical Issues baseline (25.1 hours, n=44; this asset lacks enough own history). Verification recommended. (Provisional baseline from unverified history — will refine as the manager verifies repairs.)"
14d27fc6-b43f-420e-9cc7-29bec3989775,direct,VH-FN-B13-0001,b61f51cf-1bc4-4f30-a118-dfda4bb62988,VIST-26-06-00115,2026-06-30 08:17:58.543,5.4,25.07,44,asset_type,Provisional,Medium,0,2,0.215,78.5,,,0,bd081ad6-5fe3-4c1d-a919-81b1055efa19,0.0,true,Verified,78.5,Medium,Verification Required,"02 Jul 2026 -> 35.6 hours
22 Jul 2026 -> 2.9 hours
Current -> 5.4 hours  [under review]","Resolved 78.5% faster than the Fan/Electrical Issues baseline (25.1 hours, n=44; this asset lacks enough own history). Verification recommended. (Provisional baseline from unverified history — will refine as the manager verifies repairs.)"
1d636b41-0f27-48db-b70c-63414832c405,direct,VH-CB-A41-0004,d92a4b99-dbe6-4eed-81d5-fa375a71c0f8,VIST-26-04-00007,2026-04-20 12:11:20.245,7.2,30.97,8,asset_type,Provisional,Medium,0,1,0.232,76.8,,,0,bd081ad6-5fe3-4c1d-a919-81b1055efa19,0.0,true,Verified,76.8,Medium,Verification Required,"22 Jun 2026 -> 63.8 hours
Current -> 7.2 hours  [under review]","Resolved 76.8% faster than the Cupboard/Other baseline (31.0 hours, n=8; this asset lacks enough own history). Verification recommended. (Provisional baseline from unverified history — will refine as the manager verifies repairs.)"
561ea125-de43-46ef-b0b5-c9748b1e06ad,direct,VH-AC-D21-0004,eed88ead-3973-4643-8814-412fdd2ad9be,VIST-26-05-00096,2026-05-19 12:20:44.265,12.62,53.0,74,asset_type,Provisional,Medium,0,0,0.238,76.2,,,0,bd081ad6-5fe3-4c1d-a919-81b1055efa19,0.0,true,Verified,76.2,Medium,Verification Required,Current -> 12.6 hours  [under review],"Resolved 76.2% faster than the Air Conditioner/AC Issues baseline (53.0 hours, n=74; this asset lacks enough own history). Verification recommended. (Provisional baseline from unverified history — will refine as the manager verifies repairs.)"
